id_venda;produto_id;cliente_id;quantidade;data_venda;observacao
V000808;7;2;4.0;2024-11-19 22:52:00;Produto com defeito, aguardando troca
V000809;12;16;2.0;2024-10-04 14:15:00;Produto com defeito, aguardando troca
V000810;6;18;5.0;2024-10-16 14:14:00;
V000811;10;17;3.0;2024-12-28 18:24:00;
V000812;7;20;5.0;2024-08-11 21:44:00;Endereço de entrega divergente do cadastro
V000813;13;14;1.0;2024-09-25 13:50:00;
V000814;1;12;5.0;2024-12-27 08:34:00;Compra feita via aplicação promocional
V000815;6;8;5.0;2024-11-07 13:31:00;Endereço de entrega divergente do cadastro
V000816;9;2;4.0;2024-09-08 13:05:00;
V000817;13;20;1.0;2024-12-24 12:42:00;
V000818;6;18;1.0;2024-08-02 17:50:00;Produto com defeito, aguardando troca
V000819;15;6;5.0;2024-11-08 13:45:00;
V000820;10;6;3.0;2024-10-06 14:28:00;Compra feita via aplicação promocional
V000821;14;19;5.0;2024-12-27 20:19:00;
V000822;2;10;5.0;2024-10-12 16:32:00;
V000823;9;18;2.0;2024-08-06 19:52:00;Compra feita via aplicação promocional
V000824;9;2;2.0;2024-10-13 20:47:00;
V000825;13;19;1.0;2024-11-07 17:05:00;
V000826;4;19;1.0;2024-12-10 19:13:00;
V000827;6;1;5.0;2024-12-03 08:45:00;Entrega expressa solicitada
V000828;6;7;5.0;2024-11-05 17:25:00;
V000829;12;18;5.0;2024-09-06 22:14:00;Cliente pediu embalagem para presente
V000830;1;8;;2024-12-13 12:59:00;
V000831;5;6;4.0;2024-09-19 16:16:00;Entrega expressa solicitada
V000832;10;2;3.0;2024-11-18 11:36:00;Cliente solicitou nota fiscal com CNPJ
V000833;3;5;1.0;2024-12-08 20:00:00;Cliente solicitou nota fiscal com CNPJ
V000834;3;16;3.0;2024-08-20 09:51:00;
V000835;7;10;4.0;2024-10-19 13:59:00;Endereço de entrega divergente do cadastro
V000836;12;9;5.0;2024-11-09 08:51:00;
V000837;14;5;2.0;2024-10-31 11:13:00;
V000838;15;7;5.0;2024-08-15 11:59:00;Compra feita via aplicação promocional
V000839;9;11;2.0;2024-12-22 09:54:00;Endereço de entrega divergente do cadastro
V000840;15;19;2.0;2024-08-14 17:56:00;
V000841;2;2;5.0;2024-11-08 16:45:00;
V000842;15;3;3.0;2024-08-27 10:08:00;Entrega expressa solicitada
V000843;5;4;4.0;2024-09-29 09:59:00;
V000844;15;10;4.0;2024-12-04 11:45:00;
V000845;4;15;1.0;2024-08-04 10:52:00;
V000846;13;9;1.0;2024-08-06 21:41:00;Compra feita via aplicação promocional
V000847;1;19;5.0;2024-11-13 18:03:00;Compra feita via aplicação promocional
V000848;15;4;2.0;2024-11-08 18:03:00;
V000849;4;9;4.0;2024-08-29 17:06:00;
V000850;4;7;3.0;2024-11-30 18:01:00;
V000851;8;17;3.0;2024-11-11 20:53:00;Cliente solicitou nota fiscal com CNPJ
V000852;2;11;2.0;2024-10-11 09:37:00;Compra feita via aplicação promocional
V000853;11;12;1.0;2024-12-16 08:44:00;Entrega expressa solicitada
V000854;3;19;5.0;2024-11-14 19:56:00;Produto com defeito, aguardando troca
V000855;12;4;4.0;2024-09-14 09:36:00;Produto com defeito, aguardando troca
V000856;5;12;4.0;2024-12-17 13:08:00;Endereço de entrega divergente do cadastro
V000857;8;7;4.0;2024-08-22 21:51:00;Cliente solicitou nota fiscal com CNPJ
V000858;14;8;2.0;2024-08-24 17:27:00;Entrega expressa solicitada
V000859;11;16;2.0;2024-08-10 16:59:00;Cliente pediu embalagem para presente
V000860;6;1;5.0;2024-09-04 20:24:00;Endereço de entrega divergente do cadastro
V000861;15;5;4.0;2024-10-18 12:14:00;Entrega expressa solicitada
V000862;6;4;4.0;2024-12-09 21:11:00;Produto com defeito, aguardando troca
V000863;1;19;1.0;2024-08-27 18:10:00;
V000864;5;10;5.0;2024-08-08 21:22:00;
V000865;8;7;5.0;2024-09-06 11:18:00;
V000866;14;6;5.0;2024-11-28 21:47:00;Cliente solicitou nota fiscal com CNPJ
V000867;15;20;4.0;2024-10-21 12:41:00;
V000868;9;14;3.0;2024-12-16 20:22:00;Produto com defeito, aguardando troca
V000869;12;7;5.0;2024-10-15 13:56:00;
V000870;4;2;3.0;2024-10-06 11:25:00;Entrega expressa solicitada
V000871;15;14;5.0;2024-11-26 12:29:00;Cliente pediu embalagem para presente
V000872;1;1;2.0;2024-09-23 21:56:00;Produto com defeito, aguardando troca
V000873;3;18;2.0;2024-09-24 17:04:00;
V000874;10;15;4.0;2024-08-05 17:19:00;Compra feita via aplicação promocional
V000875;1;18;5.0;2024-12-26 14:59:00;
V000876;15;8;2.0;2024-11-10 11:25:00;Compra feita via aplicação promocional
V000877;10;16;5.0;2024-09-27 12:29:00;
V000878;8;14;4.0;2024-11-27 15:08:00;Endereço de entrega divergente do cadastro
V000879;15;10;2.0;2024-12-22 18:32:00;
V000880;11;16;2.0;2024-08-15 10:17:00;Cliente solicitou nota fiscal com CNPJ
V000881;2;20;5.0;2024-12-27 14:15:00;Cliente solicitou nota fiscal com CNPJ
V000882;4;3;4.0;2024-09-23 20:33:00;Produto com defeito, aguardando troca
V000883;12;10;2.0;2024-08-13 22:39:00;Cliente solicitou nota fiscal com CNPJ
V000884;3;7;2.0;2024-12-09 16:19:00;Produto com defeito, aguardando troca
V000885;7;13;2.0;2024-08-11 20:37:00;Cliente solicitou nota fiscal com CNPJ
V000886;4;2;3.0;2024-11-06 08:26:00;
V000887;7;3;5.0;2024-11-14 17:24:00;Endereço de entrega divergente do cadastro
V000888;15;18;1.0;2024-12-21 21:44:00;
V000889;10;14;4.0;2024-11-09 12:05:00;
V000890;6;2;2.0;2024-11-02 15:59:00;Cliente solicitou nota fiscal com CNPJ
V000891;4;11;2.0;2024-12-18 08:55:00;
V000892;1;19;3.0;2024-10-15 16:53:00;Compra feita via aplicação promocional
V000893;12;12;5.0;2024-11-04 12:46:00;
V000894;13;9;3.0;2024-11-10 19:35:00;Compra feita via aplicação promocional
V000895;3;3;1.0;2024-11-17 08:45:00;Compra feita via aplicação promocional
V000896;11;9;2.0;2024-09-27 17:48:00;Endereço de entrega divergente do cadastro
V000897;6;20;5.0;2024-08-31 19:09:00;
V000898;10;11;1.0;2024-10-25 17:01:00;Cliente pediu embalagem para presente
V000899;8;10;4.0;2024-09-09 12:10:00;
V000900;14;17;5.0;2024-10-30 20:34:00;Cliente solicitou nota fiscal com CNPJ
V000901;7;13;4.0;2024-09-16 15:25:00;Entrega expressa solicitada
V000902;9;8;4.0;2024-11-08 20:52:00;Produto com defeito, aguardando troca
V000903;15;6;1.0;2024-09-18 14:14:00;
V000904;6;2;1.0;2024-12-18 21:58:00;Cliente solicitou nota fiscal com CNPJ
V000905;3;18;2.0;2024-11-09 18:20:00;
V000906;12;18;5.0;2024-10-24 17:50:00;Cliente solicitou nota fiscal com CNPJ
V000907;6;6;1.0;2024-09-05 14:21:00;
V000908;2;11;2.0;2024-11-22 10:29:00;
V000909;14;8;3.0;2024-12-15 18:42:00;Cliente solicitou nota fiscal com CNPJ
V000910;6;12;1.0;2024-09-25 10:54:00;Endereço de entrega divergente do cadastro
V000911;13;14;5.0;2024-11-06 20:40:00;
V000912;6;5;3.0;2024-09-29 15:26:00;Endereço de entrega divergente do cadastro
V000913;14;17;5.0;2024-08-14 08:37:00;Endereço de entrega divergente do cadastro
V000914;14;5;4.0;2024-12-18 14:23:00;
V000915;14;6;5.0;2024-08-11 12:14:00;Cliente solicitou nota fiscal com CNPJ
V000916;3;19;4.0;2024-09-03 08:39:00;
V000917;4;20;3.0;2024-10-24 13:41:00;Produto com defeito, aguardando troca
V000918;7;14;5.0;2024-09-09 08:07:00;Cliente solicitou nota fiscal com CNPJ
V000919;1;7;4.0;2024-08-16 14:32:00;Cliente solicitou nota fiscal com CNPJ
V000920;1;15;4.0;2024-11-18 11:56:00;
V000921;14;8;4.0;2024-09-10 20:01:00;Compra feita via aplicação promocional
V000922;15;12;4.0;2024-12-26 08:03:00;Compra feita via aplicação promocional
V000923;13;15;1.0;2024-12-09 12:22:00;
V000924;1;1;3.0;2024-11-24 15:07:00;Entrega expressa solicitada
V000925;6;7;4.0;2024-12-19 17:46:00;
V000926;3;4;4.0;2024-11-12 19:44:00;
V000927;6;1;5.0;2024-11-11 17:48:00;Entrega expressa solicitada
V000928;6;14;4.0;2024-12-01 20:41:00;Endereço de entrega divergente do cadastro
V000929;4;16;1.0;2024-10-13 16:25:00;Entrega expressa solicitada
V000930;9;1;5.0;2024-10-02 09:39:00;
V000931;12;14;4.0;2024-12-29 17:02:00;
V000932;5;8;1.0;2024-12-18 11:15:00;Endereço de entrega divergente do cadastro
V000933;1;6;5.0;2024-12-22 18:42:00;
V000934;8;10;3.0;2024-08-11 15:47:00;Cliente solicitou nota fiscal com CNPJ
V000935;10;5;4.0;2024-10-31 19:23:00;
V000936;14;13;4.0;2024-10-15 22:18:00;Cliente pediu embalagem para presente
V000937;7;5;4.0;2024-11-03 08:06:00;Cliente pediu embalagem para presente
V000938;8;4;5.0;2024-08-28 10:16:00;Compra feita via aplicação promocional
V000939;10;14;2.0;2024-10-02 16:33:00;
V000940;15;6;1.0;2024-08-03 20:07:00;
V000941;9;20;3.0;2024-12-26 22:05:00;Cliente solicitou nota fiscal com CNPJ
V000942;10;9;1.0;2024-10-18 12:28:00;Cliente solicitou nota fiscal com CNPJ
V000943;2;16;5.0;2024-08-27 08:50:00;Cliente solicitou nota fiscal com CNPJ
V000944;8;13;2.0;2024-08-07 13:17:00;Compra feita via aplicação promocional
V000945;14;14;2.0;2024-11-20 12:16:00;
V000946;10;9;3.0;2024-11-17 10:52:00;Compra feita via aplicação promocional
V000947;13;20;5.0;2024-11-24 08:38:00;Cliente pediu embalagem para presente
V000948;8;9;4.0;2024-10-17 15:27:00;Compra feita via aplicação promocional
V000949;3;6;2.0;2024-12-13 22:12:00;
V000950;14;10;2.0;2024-12-10 21:59:00;
V000951;2;17;2.0;2024-11-02 18:28:00;Compra feita via aplicação promocional
V000952;13;20;3.0;2024-12-04 17:38:00;
V000953;1;1;3.0;2024-11-04 22:27:00;
V000954;7;1;1.0;2024-10-04 11:41:00;Cliente solicitou nota fiscal com CNPJ
V000955;15;6;2.0;2024-12-06 14:35:00;Compra feita via aplicação promocional
V000956;11;4;4.0;2024-09-25 12:21:00;
V000957;3;11;3.0;2024-09-13 14:56:00;Entrega expressa solicitada
V000958;14;11;4.0;2024-10-01 20:18:00;Produto com defeito, aguardando troca
V000959;9;8;1.0;2024-11-08 08:13:00;
V000960;11;16;3.0;2024-11-10 13:34:00;Cliente solicitou nota fiscal com CNPJ
V000961;14;1;4.0;2024-08-13 22:41:00;Cliente solicitou nota fiscal com CNPJ
V000962;2;1;1.0;2024-08-10 09:42:00;Entrega expressa solicitada
V000963;14;8;2.0;2024-12-27 13:30:00;Endereço de entrega divergente do cadastro
V000964;12;7;4.0;2024-08-09 22:01:00;Cliente solicitou nota fiscal com CNPJ
V000965;10;5;5.0;2024-10-19 13:30:00;Entrega expressa solicitada
V000966;5;20;3.0;2024-08-15 12:11:00;
V000967;6;16;2.0;2024-11-04 11:41:00;Compra feita via aplicação promocional
V000968;14;20;3.0;2024-09-14 16:57:00;
V000969;13;19;3.0;2024-12-04 08:14:00;Compra feita via aplicação promocional
V000970;15;8;3.0;2024-12-19 18:56:00;Compra feita via aplicação promocional
V000971;2;19;2.0;2024-08-04 22:59:00;
V000972;2;18;4.0;2024-09-30 17:15:00;Cliente pediu embalagem para presente
V000973;5;11;5.0;2024-11-18 14:26:00;
V000974;4;7;4.0;2024-11-16 13:54:00;Cliente solicitou nota fiscal com CNPJ
V000975;15;16;1.0;2024-12-09 12:34:00;
V000976;3;16;2.0;2024-09-26 08:12:00;
V000977;8;1;3.0;2024-09-02 10:40:00;Produto com defeito, aguardando troca
V000978;4;9;4.0;2024-12-18 22:37:00;
V000979;11;8;1.0;2024-12-23 09:42:00;
V000980;15;10;4.0;2024-08-14 13:09:00;
V000981;4;18;4.0;2024-11-03 21:16:00;Cliente solicitou nota fiscal com CNPJ
V000982;11;15;4.0;2024-12-20 13:39:00;
V000983;4;20;4.0;2024-12-28 15:34:00;
V000984;10;7;3.0;2024-12-07 16:13:00;
V000985;9;1;3.0;2024-09-19 18:49:00;
V000986;1;20;4.0;2024-11-17 12:35:00;Cliente solicitou nota fiscal com CNPJ
V000987;9;2;4.0;2024-12-20 09:29:00;Entrega expressa solicitada
V000988;10;1;5.0;2024-08-17 10:57:00;Cliente solicitou nota fiscal com CNPJ
V000989;8;6;5.0;2024-12-11 10:54:00;Endereço de entrega divergente do cadastro
V000990;14;15;4.0;2024-08-03 17:40:00;Cliente pediu embalagem para presente
V000991;14;10;4.0;2024-11-27 22:36:00;
V000992;13;8;2.0;2024-10-26 09:46:00;Compra feita via aplicação promocional
V000993;2;6;2.0;2024-12-12 22:36:00;
V000994;5;1;2.0;2024-11-21 13:56:00;Entrega expressa solicitada
V000995;15;17;4.0;2024-11-21 20:38:00;Compra feita via aplicação promocional
V000996;7;12;1.0;2024-10-10 14:04:00;Endereço de entrega divergente do cadastro
V000997;9;18;2.0;2024-11-22 08:33:00;Produto com defeito, aguardando troca
V000998;9;4;1.0;2024-08-10 16:37:00;Produto com defeito, aguardando troca
V000999;7;14;5.0;2024-10-08 21:36:00;
V001000;4;3;1.0;2024-10-12 22:47:00;
V001001;13;2;4.0;2024-10-19 16:59:00;Endereço de entrega divergente do cadastro
V001002;12;5;2.0;2024-10-01 11:00:00;
V001003;7;7;3.0;2024-12-02 14:39:00;
V001004;1;17;3.0;2024-10-21 12:43:00;Produto com defeito, aguardando troca
V001005;7;12;5.0;2024-08-01 14:37:00;Cliente pediu embalagem para presente
V001006;7;14;4.0;2024-09-14 11:27:00;
V001007;7;12;2.0;2024-08-01 18:26:00;
V001008;3;15;2.0;2024-10-22 21:29:00;Produto com defeito, aguardando troca
V001009;2;6;4.0;2024-09-11 18:29:00;
V001010;14;2;5.0;2024-09-26 10:43:00;
V001011;9;19;4.0;2024-12-16 09:07:00;
V001012;12;7;1.0;2024-09-16 19:40:00;Produto com defeito, aguardando troca
V001013;15;11;2.0;2024-11-21 14:21:00;
V001014;5;11;3.0;2024-09-27 12:54:00;Cliente pediu embalagem para presente
V001015;15;17;2.0;2024-12-04 13:42:00;Cliente pediu embalagem para presente
V001016;15;16;4.0;2024-08-29 08:36:00;Cliente pediu embalagem para presente
V001017;5;8;3.0;2024-10-22 14:53:00;Endereço de entrega divergente do cadastro
V001018;10;19;3.0;2024-10-24 11:18:00;Endereço de entrega divergente do cadastro
V001019;11;8;4.0;2024-09-01 11:01:00;Cliente pediu embalagem para presente
V001020;9;14;5.0;2024-09-07 19:23:00;Cliente solicitou nota fiscal com CNPJ
V001021;8;17;1.0;2024-09-30 20:24:00;
V001022;8;13;2.0;2024-10-04 13:51:00;
V001023;13;18;3.0;2024-11-10 10:28:00;
V001024;3;18;5.0;2024-08-10 19:00:00;Endereço de entrega divergente do cadastro
V001025;11;13;1.0;2024-09-20 08:14:00;
V001026;9;18;1.0;2024-10-28 21:25:00;
V001027;7;16;1.0;2024-08-06 09:18:00;Cliente pediu embalagem para presente
V001028;12;17;2.0;2024-08-03 19:17:00;Cliente solicitou nota fiscal com CNPJ
V001029;5;4;2.0;2024-12-27 19:23:00;
V001030;6;10;3.0;2024-11-21 09:30:00;
V001031;1;18;3.0;2024-10-01 08:43:00;Endereço de entrega divergente do cadastro
V001032;3;14;5.0;2024-12-13 22:46:00;Cliente solicitou nota fiscal com CNPJ
V001033;10;15;5.0;2024-08-19 22:23:00;Produto com defeito, aguardando troca
V001034;1;14;2.0;2024-11-23 12:28:00;
V001035;15;6;3.0;2024-12-07 12:43:00;Compra feita via aplicação promocional
V001036;15;15;3.0;2024-12-29 20:14:00;Cliente pediu embalagem para presente
V001037;4;3;3.0;2024-11-02 08:09:00;Entrega expressa solicitada
V001038;5;18;4.0;2024-09-12 19:00:00;
V001039;3;18;2.0;2024-11-26 16:23:00;Endereço de entrega divergente do cadastro
V001040;5;19;4.0;2024-12-03 17:27:00;
V001041;11;14;1.0;2024-08-15 11:51:00;Produto com defeito, aguardando troca
V001042;8;7;2.0;2024-09-19 15:13:00;
V001043;2;6;3.0;2024-08-05 13:10:00;
V001044;1;7;4.0;2024-10-07 14:27:00;Compra feita via aplicação promocional
V001045;14;7;1.0;2024-12-04 14:40:00;
V001046;8;8;4.0;2024-09-28 09:28:00;
V001047;5;19;2.0;2024-11-10 20:42:00;Entrega expressa solicitada
V001048;4;4;5.0;2024-12-01 15:46:00;Produto com defeito, aguardando troca
V001049;7;1;1.0;2024-12-04 21:30:00;Cliente solicitou nota fiscal com CNPJ
V001050;1;9;1.0;2024-12-06 10:50:00;
V001051;13;15;5.0;2024-10-19 21:45:00;Cliente pediu embalagem para presente
V001052;3;16;4.0;2024-09-08 21:32:00;Produto com defeito, aguardando troca
V001053;12;16;3.0;2024-12-11 12:35:00;
V001054;3;15;2.0;2024-11-19 15:11:00;Cliente solicitou nota fiscal com CNPJ
V001055;9;18;2.0;2024-11-28 19:21:00;
V001056;3;19;4.0;2024-10-12 10:34:00;Cliente solicitou nota fiscal com CNPJ
V001057;3;5;3.0;2024-10-20 14:47:00;Cliente pediu embalagem para presente
V001058;12;2;5.0;2024-09-10 22:24:00;Endereço de entrega divergente do cadastro
V001059;6;1;4.0;2024-09-25 10:41:00;Compra feita via aplicação promocional
V001060;6;14;4.0;2024-09-06 16:13:00;Cliente pediu embalagem para presente
V001061;10;19;4.0;2024-10-07 08:48:00;
V001062;11;10;1.0;2024-10-14 17:41:00;
V001063;2;8;5.0;2024-11-30 17:53:00;Endereço de entrega divergente do cadastro
V001064;12;19;2.0;2024-11-12 16:54:00;Produto com defeito, aguardando troca
V001065;15;17;5.0;2024-11-03 12:32:00;
V001066;4;17;3.0;2024-11-18 18:37:00;Compra feita via aplicação promocional
V001067;10;14;2.0;2024-08-21 13:06:00;
V001068;4;9;4.0;2024-12-08 17:48:00;Cliente solicitou nota fiscal com CNPJ
V001069;9;14;4.0;2024-12-24 09:19:00;Cliente solicitou nota fiscal com CNPJ
V001070;5;15;2.0;2024-08-05 17:31:00;
V001071;7;9;5.0;2024-08-01 21:40:00;
V001072;1;7;4.0;2024-12-07 15:57:00;
V001073;3;7;3.0;2024-12-10 12:56:00;
V001074;8;8;5.0;2024-10-09 18:25:00;
V001075;6;14;3.0;2024-08-01 09:07:00;Cliente solicitou nota fiscal com CNPJ
V001076;7;13;2.0;2024-10-22 12:38:00;Cliente pediu embalagem para presente
V001077;9;20;3.0;2024-09-18 16:48:00;
V001078;4;9;5.0;2024-12-24 18:24:00;
V001079;2;14;5.0;2024-08-14 08:24:00;
V001080;9;11;5.0;2024-08-02 17:08:00;
V001081;12;1;4.0;2024-09-05 11:58:00;
V001082;9;19;1.0;2024-09-08 18:19:00;
V001083;10;6;2.0;2024-09-22 08:30:00;Cliente solicitou nota fiscal com CNPJ
V001084;12;6;2.0;2024-10-28 14:08:00;
V001085;5;15;1.0;2024-12-21 21:30:00;Endereço de entrega divergente do cadastro
V001086;12;11;1.0;2024-08-25 17:29:00;
V001087;8;4;4.0;2024-10-22 11:58:00;Produto com defeito, aguardando troca
V001088;13;13;1.0;2024-08-03 19:35:00;Cliente pediu embalagem para presente
V001089;15;8;2.0;2024-08-11 21:08:00;Entrega expressa solicitada
V001090;10;13;3.0;2024-10-19 16:37:00;Cliente pediu embalagem para presente
V001091;8;16;4.0;2024-08-06 09:26:00;Endereço de entrega divergente do cadastro
V001092;6;11;5.0;2024-08-21 22:06:00;Entrega expressa solicitada
V001093;7;9;1.0;2024-08-30 08:34:00;
V001094;4;4;2.0;2024-10-17 08:45:00;Cliente pediu embalagem para presente
V001095;14;19;2.0;2024-12-03 09:13:00;Compra feita via aplicação promocional
V001096;15;9;4.0;2024-08-12 18:17:00;Cliente pediu embalagem para presente
V001097;11;7;2.0;2024-12-28 20:42:00;Compra feita via aplicação promocional
V001098;4;16;3.0;2024-11-21 13:59:00;Produto com defeito, aguardando troca
V001099;1;6;4.0;2024-09-05 17:45:00;
V001100;8;2;4.0;2024-09-18 14:21:00;
V001101;4;9;1.0;2024-11-08 13:42:00;Compra feita via aplicação promocional
V001102;11;1;1.0;2024-10-17 14:15:00;Cliente solicitou nota fiscal com CNPJ
V001103;5;16;1.0;2024-10-31 21:12:00;
V001104;4;8;4.0;2024-12-18 17:23:00;Cliente pediu embalagem para presente
V001105;10;18;1.0;2024-11-15 09:51:00;Endereço de entrega divergente do cadastro
V001106;15;19;3.0;2024-11-22 13:17:00;
V001107;12;9;2.0;2024-08-09 12:53:00;
V001108;1;13;2.0;2024-10-30 08:45:00;Entrega expressa solicitada
V001109;4;4;4.0;2024-08-25 18:39:00;Cliente pediu embalagem para presente
V001110;4;2;4.0;2024-10-29 08:29:00;Endereço de entrega divergente do cadastro
V001111;2;3;4.0;2024-08-10 11:51:00;Produto com defeito, aguardando troca
V001112;5;13;2.0;2024-09-04 21:16:00;Entrega expressa solicitada
V001113;14;7;5.0;2024-09-14 14:24:00;Compra feita via aplicação promocional
V001114;5;18;4.0;2024-11-03 14:00:00;
V001115;14;7;5.0;2024-10-05 21:05:00;Cliente solicitou nota fiscal com CNPJ
V001116;12;6;5.0;2024-12-08 16:50:00;Compra feita via aplicação promocional
V001117;14;7;2.0;2024-11-02 20:51:00;Cliente pediu embalagem para presente
V001118;9;17;1.0;2024-11-28 19:25:00;
V001119;3;16;3.0;2024-12-17 12:23:00;
V001120;3;19;5.0;2024-11-21 10:39:00;Compra feita via aplicação promocional
V001121;14;10;5.0;2024-08-12 15:54:00;Produto com defeito, aguardando troca
V001122;5;11;2.0;2024-08-02 16:42:00;Compra feita via aplicação promocional
V001123;13;7;1.0;2024-12-08 14:55:00;
V001124;5;10;4.0;2024-10-20 09:27:00;
V001125;14;2;2.0;2024-10-14 19:58:00;
V001126;9;14;3.0;2024-09-29 10:04:00;
V001127;10;20;3.0;2024-10-05 13:49:00;
V001128;9;8;5.0;2024-10-07 22:26:00;Entrega expressa solicitada
V001129;5;20;2.0;2024-08-16 08:54:00;
V001130;3;7;4.0;2024-08-08 10:03:00;Cliente pediu embalagem para presente
V001131;15;18;3.0;2024-09-27 17:31:00;
V001132;15;4;3.0;2024-10-31 08:05:00;Entrega expressa solicitada
V001133;4;8;4.0;2024-10-21 14:20:00;Cliente pediu embalagem para presente
V001134;7;20;2.0;2024-08-17 11:40:00;
V001135;11;10;2.0;2024-11-09 10:40:00;Endereço de entrega divergente do cadastro
V001136;13;9;1.0;2024-11-26 08:08:00;Cliente pediu embalagem para presente
V001137;13;7;3.0;2024-10-21 16:54:00;Entrega expressa solicitada
V001138;15;1;4.0;2024-12-04 09:16:00;Produto com defeito, aguardando troca
V001139;10;9;5.0;2024-08-30 10:57:00;Compra feita via aplicação promocional
V001140;4;4;5.0;2024-09-14 09:31:00;
V001141;7;17;2.0;2024-09-18 18:27:00;
V001142;2;3;1.0;2024-11-15 20:51:00;Cliente pediu embalagem para presente
V001143;8;10;3.0;2024-11-01 15:14:00;Cliente pediu embalagem para presente
V001144;12;20;5.0;2024-11-18 22:13:00;
V001145;1;13;3.0;2024-11-19 19:59:00;
V001146;14;2;5.0;2024-11-02 08:57:00;
V001147;14;17;5.0;2024-08-22 18:22:00;Produto com defeito, aguardando troca
V001148;4;16;1.0;2024-08-12 13:59:00;Produto com defeito, aguardando troca
V001149;4;11;3.0;2024-11-19 10:08:00;Cliente pediu embalagem para presente
V001150;1;9;2.0;2024-11-07 16:56:00;Cliente solicitou nota fiscal com CNPJ
V001151;10;13;1.0;2024-10-20 09:08:00;Cliente solicitou nota fiscal com CNPJ
V001152;12;5;2.0;2024-11-13 12:33:00;Entrega expressa solicitada
V001153;12;15;2.0;2024-08-21 14:00:00;Cliente pediu embalagem para presente
V001154;12;3;1.0;2024-10-17 22:37:00;
V001155;10;12;4.0;2024-10-16 15:09:00;Cliente pediu embalagem para presente
V001156;4;17;1.0;2024-12-16 14:55:00;
V001157;2;7;5.0;2024-12-05 14:32:00;
V001158;6;15;5.0;2024-10-24 10:14:00;Endereço de entrega divergente do cadastro
V001159;15;2;3.0;2024-09-02 18:00:00;Compra feita via aplicação promocional
V001160;12;8;4.0;2024-08-23 08:15:00;
V001161;9;9;5.0;2024-12-06 13:29:00;
V001162;6;15;3.0;2024-12-20 16:12:00;Entrega expressa solicitada
V001163;6;9;4.0;2024-08-17 16:53:00;
V001164;11;14;3.0;2024-08-20 12:02:00;Cliente solicitou nota fiscal com CNPJ
V001165;12;8;2.0;2024-08-12 20:08:00;
V001166;13;18;3.0;2024-08-13 10:29:00;
V001167;14;8;3.0;2024-08-11 14:34:00;Cliente solicitou nota fiscal com CNPJ
V001168;8;13;1.0;2024-10-22 15:20:00;Cliente pediu embalagem para presente
V001169;4;8;1.0;2024-09-23 13:10:00;
V001170;3;5;2.0;2024-08-30 16:24:00;Produto com defeito, aguardando troca
V001171;10;3;3.0;2024-11-24 12:53:00;
V001172;2;10;5.0;2024-08-18 18:41:00;Cliente solicitou nota fiscal com CNPJ
V001173;14;2;2.0;2024-11-15 14:39:00;Produto com defeito, aguardando troca
V001174;5;2;2.0;2024-08-18 15:17:00;
V001175;13;3;1.0;2024-11-27 09:39:00;Produto com defeito, aguardando troca
V001176;14;1;4.0;2024-12-20 18:08:00;Produto com defeito, aguardando troca
V001177;11;4;5.0;2024-10-24 18:36:00;Entrega expressa solicitada
V001178;4;12;1.0;2024-12-18 14:00:00;Produto com defeito, aguardando troca
V001179;2;2;5.0;2024-08-23 16:15:00;
V001180;7;17;2.0;2024-10-08 20:37:00;Endereço de entrega divergente do cadastro
V001181;14;1;1.0;2024-10-31 15:04:00;
V001182;14;7;4.0;2024-10-08 22:13:00;Cliente solicitou nota fiscal com CNPJ
V001183;2;20;1.0;2024-11-19 09:14:00;
V001184;2;10;3.0;2024-10-18 14:23:00;
V001185;1;2;1.0;2024-09-16 13:32:00;Entrega expressa solicitada
V001186;5;4;4.0;2024-08-30 13:01:00;Cliente solicitou nota fiscal com CNPJ
V001187;6;19;2.0;2024-09-12 11:40:00;
V001188;2;17;2.0;2024-10-04 16:40:00;Entrega expressa solicitada
V001189;8;5;2.0;2024-11-19 11:51:00;
V001190;1;6;1.0;2024-12-21 10:28:00;
V001191;15;20;3.0;2024-10-27 21:18:00;Endereço de entrega divergente do cadastro
V001192;12;9;5.0;2024-11-09 08:51:00;
V001193;14;2;2.0;2024-08-31 18:33:00;
V001194;14;5;1.0;2024-08-06 22:56:00;
V001195;1;8;1.0;2024-08-31 11:18:00;
V001196;10;3;2.0;2024-08-05 22:47:00;Endereço de entrega divergente do cadastro
V001197;15;17;2.0;2024-12-04 17:53:00;Compra feita via aplicação promocional
V001198;6;17;4.0;2024-08-23 15:18:00;
V001199;2;19;2.0;2024-09-22 17:40:00;Entrega expressa solicitada
V001200;14;19;3.0;2024-08-18 14:31:00;
V001201;6;6;1.0;2024-08-24 22:30:00;Cliente pediu embalagem para presente
V001202;14;14;3.0;2024-11-01 14:49:00;Endereço de entrega divergente do cadastro
V001203;13;14;5.0;2024-08-04 14:34:00;Compra feita via aplicação promocional
V001204;11;12;1.0;2024-09-25 12:26:00;Endereço de entrega divergente do cadastro
V001205;6;6;3.0;2024-11-29 20:29:00;
V001206;11;5;1.0;2024-10-07 08:38:00;Endereço de entrega divergente do cadastro
V001207;3;15;4.0;2024-09-11 12:11:00;Cliente pediu embalagem para presente
V001208;14;7;4.0;2024-09-12 20:06:00;
V001209;10;5;5.0;2024-08-24 15:35:00;
V001210;9;7;2.0;2024-11-23 22:29:00;Entrega expressa solicitada
V001211;7;10;2.0;2024-08-01 08:03:00;
